num_students,event_attendance,time,day,temperature,campus_block,event_type,room_capacity,historical_occupancy,energy_consumption,traffic_level,resource_availability
1172,0,09:00,Thursday,39.9,Block B,None,500,32,132.34,12.48,0.936
750,54,15:00,Friday,38.6,Library,Exam,300,60,82.99,45.0,0.8
752,231,13:00,Wednesday,24.4,Block B,Seminar,500,243,168.86,100.0,0.514
484,0,08:00,Tuesday,17.2,Parking Area,None,600,8,16.29,4.37,0.987
572,138,10:00,Saturday,12.7,Block C,Workshop,350,94,86.62,97.2,0.731
1060,211,09:00,Sunday,22.8,Block B,Lecture,500,159,145.04,100.0,0.682
130,0,11:00,Thursday,18.2,Block B,None,500,4,10.66,1.2,0.992
999,0,20:00,Friday,25.7,Block B,None,500,22,74.63,6.6,0.956
185,214,18:00,Wednesday,23.0,Block B,Lecture,500,92,56.28,100.0,0.816
178,286,08:00,Thursday,24.8,Library,Lecture,300,65,31.39,100.0,0.783
910,40,15:00,Thursday,26.5,Block B,Lecture,500,94,113.06,48.2,0.812
723,166,14:00,Tuesday,23.8,Block C,Lecture,350,113,84.14,100.0,0.677
1049,251,08:00,Saturday,26.0,Library,Exam,300,118,102.93,100.0,0.607
905,231,12:00,Thursday,12.7,Parking Area,Workshop,600,123,68.07,100.0,0.795
284,148,12:00,Saturday,30.2,Block B,Exam,500,123,93.36,100.0,0.754
333,0,18:00,Thursday,29.8,Parking Area,None,600,6,13.34,3.28,0.99
1147,101,13:00,Friday,22.7,Parking Area,Seminar,600,129,55.82,100.0,0.785
407,103,20:00,Tuesday,17.0,Library,Exam,300,38,31.38,62.9,0.873
1013,167,17:00,Tuesday,15.3,Block C,Seminar,350,129,123.98,100.0,0.631
125,254,14:00,Sunday,26.0,Library,Seminar,300,91,39.88,100.0,0.697
1074,0,14:00,Thursday,24.4,Auditorium,None,1000,46,118.7,13.8,0.954
525,0,07:00,Tuesday,16.2,Library,None,300,6,26.67,1.8,0.98
711,0,12:00,Monday,13.4,Canteen,None,250,11,67.17,3.3,0.956
463,0,14:00,Saturday,28.2,Parking Area,None,600,11,17.84,4.62,0.982
876,0,20:00,Monday,33.2,Block C,None,350,14,58.67,4.2,0.96
662,0,12:00,Friday,23.6,Auditorium,None,1000,29,74.06,8.7,0.971
1183,0,08:00,Thursday,32.3,Block A,None,400,25,95.28,9.75,0.938
748,0,11:00,Friday,28.1,Parking Area,None,600,16,26.67,6.72,0.973
1164,274,14:00,Sunday,17.0,Library,Workshop,300,138,110.19,100.0,0.54
149,0,14:00,Saturday,34.3,Block B,None,500,5,15.23,1.5,0.99
947,43,12:00,Wednesday,27.7,Library,Cultural,300,73,78.52,43.4,0.757
621,54,11:00,Wednesday,26.2,Block B,Seminar,500,94,93.9,55.2,0.812
911,0,18:00,Friday,29.2,Parking Area,None,600,16,34.9,8.74,0.973
1081,442,19:00,Monday,30.1,Block C,Large Event,350,185,144.18,100.0,0.471
786,256,19:00,Sunday,23.6,Canteen,Workshop,250,60,73.57,100.0,0.76
746,294,07:00,Tuesday,28.2,Block C,Workshop,350,103,90.29,100.0,0.706
405,163,20:00,Monday,21.5,Canteen,Lecture,250,30,40.65,90.5,0.88
897,115,16:00,Monday,36.2,Block B,Workshop,500,123,152.13,100.0,0.754
656,231,08:00,Thursday,36.6,Block C,Seminar,350,94,105.67,100.0,0.731
719,0,09:00,Monday,22.5,Block C,None,350,18,43.63,7.02,0.949
151,267,15:00,Tuesday,17.3,Block A,Lecture,400,127,71.04,100.0,0.682
770,0,09:00,Sunday,36.4,Library,None,300,12,49.94,4.68,0.96
520,38,14:00,Thursday,32.0,Parking Area,Cultural,600,51,33.16,48.02,0.915
278,190,14:00,Monday,14.9,Block A,Seminar,400,121,77.65,100.0,0.698
739,127,12:00,Tuesday,17.4,Block A,Workshop,400,127,113.64,100.0,0.682
658,96,09:00,Wednesday,15.2,Auditorium,Seminar,1000,118,146.55,100.0,0.882
817,0,15:00,Wednesday,19.6,Block A,None,400,29,60.29,8.7,0.927
245,0,11:00,Friday,37.0,Library,None,300,4,17.62,1.2,0.987
203,74,13:00,Monday,14.4,Block A,Lecture,400,43,38.39,49.9,0.892
1013,202,11:00,Wednesday,34.9,Library,Workshop,300,101,104.68,100.0,0.663
1053,0,16:00,Tuesday,14.6,Library,None,300,19,60.99,7.41,0.937
1053,260,10:00,Tuesday,16.0,Block A,Lecture,400,175,156.2,100.0,0.562
776,186,14:00,Thursday,12.8,Block C,Lecture,350,111,105.71,100.0,0.683
678,593,12:00,Friday,28.1,Auditorium,Large Event,1000,506,429.62,100.0,0.494
767,56,19:00,Wednesday,26.9,Parking Area,Seminar,600,44,32.86,57.68,0.927
425,0,14:00,Thursday,13.8,Library,None,300,8,28.4,2.4,0.973
991,195,15:00,Saturday,18.6,Auditorium,Seminar,1000,234,239.6,100.0,0.766
1096,78,16:00,Friday,25.0,Parking Area,Workshop,600,85,51.89,100.0,0.858
931,0,08:00,Friday,15.0,Block B,None,500,25,77.56,9.75,0.95
225,0,08:00,Tuesday,34.9,Auditorium,None,1000,6,27.52,2.34,0.994
400,538,09:00,Thursday,26.9,Parking Area,Large Event,600,212,68.33,100.0,0.647
748,0,11:00,Friday,34.2,Block B,None,500,23,70.79,6.9,0.954
805,65,16:00,Monday,29.1,Auditorium,Seminar,1000,108,155.09,84.37,0.892
856,0,15:00,Monday,12.0,Canteen,None,250,11,77.68,3.3,0.956
163,320,13:00,Saturday,28.5,Block A,Large Event,400,198,109.69,100.0,0.505
532,108,14:00,Tuesday,17.3,Auditorium,Lecture,1000,100,124.08,84.0,0.9
690,84,09:00,Monday,14.0,Canteen,Lecture,250,37,81.2,69.03,0.852
378,63,09:00,Saturday,34.6,Auditorium,Workshop,1000,63,87.48,65.52,0.937
971,112,14:00,Friday,23.9,Parking Area,Workshop,600,111,52.11,100.0,0.815
115,0,16:00,Thursday,35.7,Block B,None,500,3,12.42,1.17,0.994
851,37,07:00,Friday,25.5,Auditorium,Exam,1000,82,121.08,43.1,0.918
1178,0,20:00,Sunday,33.8,Parking Area,None,600,16,44.36,6.72,0.973
1067,0,17:00,Saturday,30.6,Library,None,300,16,62.64,6.24,0.947
739,47,12:00,Friday,33.8,Library,Seminar,300,51,68.97,38.8,0.83
778,235,12:00,Sunday,20.2,Auditorium,Workshop,1000,245,234.11,100.0,0.755
633,51,17:00,Thursday,28.2,Library,Seminar,300,40,48.45,48.75,0.867
155,346,14:00,Monday,15.6,Block C,Large Event,350,208,110.82,100.0,0.406
675,0,11:00,Sunday,19.2,Block C,None,350,19,41.96,5.7,0.946
1014,209,19:00,Tuesday,19.3,Library,Seminar,300,77,67.39,100.0,0.743
167,195,08:00,Tuesday,28.7,Canteen,Lecture,250,34,32.41,100.0,0.864
884,141,17:00,Thursday,32.3,Canteen,Cultural,250,65,126.83,100.0,0.74
641,79,07:00,Tuesday,25.0,Canteen,Lecture,250,24,54.85,46.7,0.904
578,214,17:00,Saturday,22.9,Canteen,Exam,250,77,84.9,100.0,0.692
1019,0,13:00,Saturday,20.8,Auditorium,None,1000,39,104.17,11.7,0.961
824,241,16:00,Saturday,36.0,Block A,Exam,400,178,180.33,100.0,0.555
901,0,14:00,Sunday,30.9,Block A,None,400,29,83.66,8.7,0.927
791,0,17:00,Saturday,39.8,Canteen,None,250,9,87.84,3.51,0.964
124,410,08:00,Friday,14.9,Block A,Large Event,400,175,102.63,100.0,0.562
169,0,07:00,Friday,14.6,Block C,None,350,3,10.38,0.9,0.991
349,0,18:00,Monday,14.4,Canteen,None,250,3,29.51,1.17,0.988
478,76,18:00,Tuesday,19.1,Canteen,Exam,250,30,52.51,61.1,0.88
666,238,18:00,Saturday,33.6,Parking Area,Lecture,600,74,47.63,100.0,0.877
227,0,13:00,Thursday,21.3,Block A,None,400,9,17.41,2.7,0.978
242,0,14:00,Tuesday,29.1,Block C,None,350,7,18.64,2.1,0.98
983,131,16:00,Saturday,15.0,Block B,Workshop,500,143,157.44,100.0,0.714
613,0,19:00,Thursday,12.5,Block A,None,400,11,45.08,3.3,0.973
899,156,09:00,Saturday,21.2,Block A,Exam,400,156,121.18,100.0,0.61
1104,264,13:00,Thursday,35.6,Parking Area,Cultural,600,178,91.14,100.0,0.703
887,0,18:00,Sunday,33.8,Library,None,300,12,60.56,4.68,0.96
720,225,07:00,Saturday,39.9,Block C,Lecture,350,67,84.23,100.0,0.809
264,255,19:00,Sunday,20.1,Canteen,Cultural,250,52,45.22,100.0,0.792
712,219,08:00,Saturday,31.3,Auditorium,Workshop,1000,129,172.97,100.0,0.871
386,38,10:00,Monday,32.2,Auditorium,Seminar,1000,56,81.72,35.8,0.944
730,275,15:00,Sunday,34.7,Block A,Seminar,400,186,168.21,100.0,0.535
187,0,13:00,Monday,17.9,Block C,None,350,5,12.11,1.5,0.986
1198,96,18:00,Friday,18.5,Parking Area,Exam,600,106,63.95,100.0,0.823
1065,43,10:00,Saturday,30.2,Auditorium,Workshop,1000,134,206.07,61.7,0.866
299,433,16:00,Tuesday,35.4,Block C,Large Event,350,227,151.01,100.0,0.351
551,52,19:00,Tuesday,23.9,Block A,Lecture,400,43,42.33,38.9,0.892
347,299,09:00,Wednesday,35.4,Parking Area,Lecture,600,86,37.29,100.0,0.857
229,0,08:00,Wednesday,16.0,Library,None,300,3,13.55,1.17,0.99
598,0,16:00,Monday,15.7,Library,None,300,11,33.93,4.29,0.963
132,269,08:00,Monday,12.2,Auditorium,Seminar,1000,135,117.37,100.0,0.865
952,263,18:00,Tuesday,17.8,Library,Exam,300,108,86.6,100.0,0.64
457,0,16:00,Saturday,13.1,Auditorium,None,1000,16,59.5,6.24,0.984
716,198,13:00,Monday,27.6,Block A,Workshop,400,169,147.43,100.0,0.578
1139,132,14:00,Sunday,29.5,Block A,Workshop,400,162,166.15,100.0,0.595
1071,274,09:00,Tuesday,30.8,Block A,Seminar,400,201,189.11,100.0,0.498
614,0,12:00,Friday,34.5,Block C,None,350,16,49.9,4.8,0.954
1200,0,09:00,Tuesday,34.0,Parking Area,None,600,22,51.56,12.01,0.963
767,234,10:00,Saturday,31.0,Block B,Seminar,500,178,178.75,100.0,0.644
585,0,18:00,Thursday,36.4,Block C,None,350,10,48.08,3.9,0.971
211,243,09:00,Tuesday,38.0,Auditorium,Workshop,1000,115,130.31,100.0,0.885
497,203,11:00,Tuesday,21.4,Block B,Lecture,500,149,105.1,100.0,0.702
1053,0,14:00,Thursday,16.8,Block C,None,350,29,78.63,8.7,0.917
448,0,16:00,Friday,35.9,Library,None,300,8,33.22,3.12,0.973
543,502,14:00,Sunday,25.0,Auditorium,Large Event,1000,486,373.32,100.0,0.514
770,0,13:00,Friday,18.2,Canteen,None,250,14,62.09,4.2,0.944
955,42,07:00,Thursday,32.5,Library,Exam,300,42,67.83,33.6,0.86
300,251,14:00,Tuesday,14.3,Auditorium,Lecture,1000,156,137.71,100.0,0.844
371,203,11:00,Tuesday,30.1,Auditorium,Cultural,1000,178,176.04,100.0,0.822
1040,0,20:00,Friday,32.9,Block C,None,350,18,71.18,5.4,0.949
930,0,09:00,Sunday,36.4,Canteen,None,250,10,91.2,3.9,0.96
244,397,18:00,Wednesday,26.9,Block A,Large Event,400,185,115.72,100.0,0.537
524,61,16:00,Wednesday,32.6,Parking Area,Cultural,600,60,37.57,88.27,0.9
